Date,Time,Mode,Category,Subcategory,Type,Amount,Description
2022-10-22,19:42:38,Debit Card,Transport,Train,Expense,911.5,Daughter wind term manager well area probably.
2023-07-10,20:10:24,Debit Card,Food,Restaurant,Expense,1393.3,Recently pay reach.
2023-01-02,16:25:03,Cash,Income,Investment,Income,860.93,Much charge notice practice.
2024-02-25,00:56:07,Cash,Entertainment,Subscription,Expense,781.93,Player degree window training.
2024-03-18,23:13:05,Credit Card,Income,Freelance,Income,2410.27,Family challenge effort natural indicate early quality.
2023-08-07,21:11:11,Debit Card,Transport,Taxi,Expense,1174.4,Test operation development trip.
2024-03-21,01:31:06,Online Payment,Health,Pharmacy,Expense,1605.29,Model report manage.
2023-08-31,18:17:27,Online Payment,Entertainment,Movie,Expense,1587.84,Ground information new.
2023-06-06,23:54:51,Cash,Entertainment,Event,Expense,1374.51,Evidence fact purpose officer about.
2024-04-18,07:25:11,Credit Card,Food,Restaurant,Expense,663.66,Response heart spring those marriage look.
2023-04-19,05:24:11,Debit Card,Transport,Taxi,Expense,572.96,Citizen house each black.
2024-02-19,00:08:59,Online Payment,Food,Groceries,Expense,1536.92,Few let reveal difficult article.
2022-10-29,18:56:50,Online Payment,Income,Freelance,Income,3675.89,Good toward street process work low plan education.
2023-05-11,04:11:02,Debit Card,Utilities,Electricity,Expense,189.1,Visit article audience.
2024-04-14,17:24:19,Online Payment,Food,Groceries,Expense,1725.02,With style kind win safe question.
2023-08-06,19:01:37,Cash,Health,Gym,Expense,1930.41,Change determine send task.
2022-08-13,16:19:57,Online Payment,Utilities,Water,Expense,302.73,Agreement able nation foot assume and like.
2022-09-01,19:00:19,Credit Card,Income,Investment,Income,2549.46,Smile serious final develop turn.
2023-07-20,15:47:54,Online Payment,Entertainment,Movie,Expense,1744.58,Set unit gas personal.
2022-08-19,01:48:25,Credit Card,Utilities,Water,Expense,1763.42,First Mr another travel administration continue author.
2023-07-23,23:53:03,Online Payment,Income,Freelance,Income,3277.57,Your may arrive kind by us analysis.
2022-11-16,17:51:33,Online Payment,Transport,Train,Expense,1707.98,Throughout believe project resource floor.
2023-08-26,10:56:22,Credit Card,Food,Restaurant,Expense,1463.93,Kitchen now easy environment heart hot Congress.
2024-01-10,11:13:46,Debit Card,Health,Pharmacy,Expense,1102.68,Energy defense tax discuss according structure follow attention.
2022-07-16,16:20:34,Online Payment,Shopping,Home Goods,Expense,1323.29,Late manager ever quality dark tough.
2024-04-22,22:26:24,Cash,Income,Freelance,Income,3329.65,Education because some son yeah.
2023-04-27,00:12:45,Debit Card,Shopping,Home Goods,Expense,1134.18,Sign politics enter enough.
2023-06-20,03:55:55,Cash,Utilities,Water,Expense,1286.47,Important word effect six too trip.
2024-05-19,15:41:37,Credit Card,Income,Salary,Income,1868.9,Threat party industry relate affect contain tell.
2024-06-09,22:18:12,Credit Card,Income,Freelance,Income,3822.46,Require along speech food seat actually actually.
2023-04-19,04:14:11,Credit Card,Shopping,Clothes,Expense,1101.67,Deal among position onto.
2022-11-30,08:40:52,Cash,Utilities,Electricity,Expense,26.5,Myself industry billion various themselves character international.
2022-07-14,17:13:02,Credit Card,Entertainment,Event,Expense,628.56,Only four a decision.
2023-09-28,00:41:10,Credit Card,Health,Doctor,Expense,1304.75,Require parent nor make.
2022-12-29,10:55:58,Online Payment,Shopping,Electronics,Expense,639.16,Try gun national minute trial water exist.
2023-10-20,03:05:26,Credit Card,Health,Pharmacy,Expense,904.54,Above environmental model.
2023-11-20,16:33:41,Debit Card,Shopping,Electronics,Expense,1681.2,Yes responsibility heavy the prevent.
2023-12-18,11:48:28,Cash,Utilities,Internet,Expense,1019.0,Market east movie present people remember.
2022-12-28,20:42:20,Cash,Food,Restaurant,Expense,110.06,Market everybody others beautiful adult effort.
2024-04-28,00:27:19,Cash,Entertainment,Event,Expense,1653.73,Mother section officer discover make.
2023-05-25,20:10:21,Online Payment,Shopping,Clothes,Expense,1869.74,Think stay special behavior.
2024-05-16,21:48:47,Credit Card,Health,Gym,Expense,1348.55,What someone himself history.
2023-03-14,06:10:08,Credit Card,Food,Groceries,Expense,1024.55,Mother report finally.
2023-12-21,05:19:44,Credit Card,Shopping,Electronics,Expense,424.19,College me fast bit hope.
2024-02-19,11:36:05,Debit Card,Food,Groceries,Expense,1492.8,Ball stop enough decade raise issue.
2024-02-11,02:58:36,Debit Card,Utilities,Water,Expense,1832.47,Able where really successful.
2023-01-14,07:00:00,Cash,Shopping,Clothes,Expense,16.85,Yes both edge apply spring.
2022-09-29,13:54:25,Credit Card,Income,Freelance,Income,1452.9,Heavy movement hear decide support attorney heavy.
2024-03-09,01:34:42,Online Payment,Health,Pharmacy,Expense,1339.42,Consider such language company sea television church.
2022-07-12,11:17:25,Cash,Food,Groceries,Expense,1965.57,Job successful animal no take.
2023-07-29,20:55:10,Debit Card,Utilities,Internet,Expense,586.31,Least sort rise actually born.
2023-01-28,14:47:43,Online Payment,Income,Freelance,Income,3209.34,Hit truth become build identify seat run debate.
2023-03-08,04:09:16,Debit Card,Utilities,Electricity,Expense,1878.5,Guy month not ahead.
2024-05-14,01:33:48,Online Payment,Health,Pharmacy,Expense,642.63,Billion reality land happen.
2023-11-04,14:20:16,Cash,Transport,Gas,Expense,1009.68,Staff ball pressure indicate response.
2023-11-26,06:07:01,Online Payment,Entertainment,Event,Expense,966.71,Nature boy reach dream truth important center.
2024-05-11,08:22:16,Credit Card,Health,Doctor,Expense,1657.39,Development view seat eye anyone.
2023-11-08,18:42:55,Credit Card,Food,Groceries,Expense,337.13,Hot work southern sometimes bill both.
2022-07-24,09:46:00,Debit Card,Health,Pharmacy,Expense,1355.92,Affect himself need.
2023-11-02,18:35:51,Debit Card,Food,Groceries,Expense,1220.11,Maintain skill before any.
2023-05-22,03:43:41,Online Payment,Transport,Bus,Expense,1799.99,Door sit authority probably design.
2023-11-29,17:12:44,Cash,Health,Doctor,Expense,238.03,Tough task much region give.
2023-12-08,19:24:51,Cash,Transport,Gas,Expense,1501.4,Action home order indicate force charge design decide.
2023-05-13,00:57:54,Online Payment,Health,Pharmacy,Expense,1294.13,She professional positive must and speech country.
2022-07-22,12:05:22,Online Payment,Transport,Train,Expense,412.56,Concern pressure season treat push first.
2022-12-07,13:08:19,Debit Card,Utilities,Internet,Expense,363.1,Eat heart history sort option two others easy.
2024-02-14,10:58:26,Cash,Health,Pharmacy,Expense,1282.83,Song onto gun.
2024-06-23,22:02:21,Debit Card,Shopping,Electronics,Expense,1718.21,Wonder important school kind consumer beat.
2023-04-18,04:28:36,Credit Card,Entertainment,Movie,Expense,186.82,Customer though for strategy various wall.
2023-04-26,20:00:36,Online Payment,Entertainment,Subscription,Expense,247.47,Picture agency wrong every key every up.
2024-04-23,20:27:49,Credit Card,Shopping,Electronics,Expense,1246.86,Baby cause onto worker mother other candidate.
2024-06-10,17:11:11,Debit Card,Shopping,Electronics,Expense,1942.45,Away cell office company.
2024-02-25,15:44:17,Debit Card,Income,Freelance,Income,1812.42,Employee listen require each.
2024-05-11,21:04:27,Debit Card,Food,Groceries,Expense,1825.78,Far glass him.
2023-03-20,00:56:35,Credit Card,Health,Doctor,Expense,775.35,Organization certain discover.
2024-05-31,14:04:32,Debit Card,Entertainment,Subscription,Expense,1425.86,Easy charge beat trouble.
2023-08-01,06:14:21,Online Payment,Transport,Bus,Expense,229.46,Beat do put civil every agree bad else.
2023-03-12,11:11:34,Debit Card,Entertainment,Subscription,Expense,718.25,Career professor ready politics order indeed.
2023-04-12,16:37:11,Debit Card,Income,Investment,Income,4428.15,Live though really table today yet bit.
2023-06-19,23:35:19,Debit Card,Transport,Train,Expense,279.76,Hospital capital impact case.
2023-08-14,01:19:06,Online Payment,Income,Freelance,Income,2196.24,Threat hand social some man.
2023-08-02,10:53:29,Credit Card,Food,Groceries,Expense,1381.97,Garden family relate.
2023-08-01,12:41:38,Debit Card,Food,Groceries,Expense,614.86,Example international cover.
2023-12-30,10:04:58,Online Payment,Income,Salary,Income,955.93,Experience medical present town wonder.
2024-06-28,05:07:50,Credit Card,Food,Groceries,Expense,871.49,Most week enjoy best high represent they language.
2022-07-20,09:43:23,Credit Card,Shopping,Clothes,Expense,1030.9,Group door fall cover.
2022-11-03,14:31:48,Cash,Entertainment,Movie,Expense,1735.24,Defense too check event administration end plan.
2023-11-10,16:01:21,Online Payment,Entertainment,Event,Expense,738.59,Movement interesting seat language Mrs raise black.
2023-02-09,13:15:20,Cash,Utilities,Internet,Expense,1803.71,At poor glass beautiful attention its game follow.
2023-12-22,21:24:46,Debit Card,Transport,Train,Expense,1547.62,Yet most walk study career including.
2022-11-30,04:59:45,Credit Card,Entertainment,Movie,Expense,214.46,Amount figure customer top.
2023-06-14,18:36:33,Debit Card,Utilities,Electricity,Expense,250.42,Education sit performance policy debate relationship what.
2022-07-27,09:07:36,Credit Card,Food,Coffee,Expense,472.59,Seem kind leave five share mission rock.
2023-06-14,04:21:30,Debit Card,Utilities,Water,Expense,1548.09,Even investment cultural responsibility.
2022-09-08,13:54:54,Debit Card,Entertainment,Movie,Expense,1928.28,That his hotel require country wish.
2023-07-27,12:28:53,Debit Card,Transport,Gas,Expense,1016.97,Maybe figure off reason watch argue.
2022-11-16,16:00:49,Online Payment,Health,Gym,Expense,399.75,Food owner identify director forward.
2024-03-24,11:35:07,Debit Card,Food,Groceries,Expense,624.21,Concern than establish series development sit.
2024-03-08,06:51:23,Credit Card,Income,Salary,Income,2541.03,Produce if prove but strong key program because.
2022-07-15,18:11:25,Debit Card,Income,Salary,Income,1616.59,Accept old writer plan where.
2024-02-29,13:30:46,Debit Card,Transport,Gas,Expense,1462.26,Throughout commercial interest your.
2023-11-04,14:25:27,Cash,Shopping,Clothes,Expense,947.53,Travel admit allow.
2024-01-05,18:11:04,Debit Card,Transport,Bus,Expense,584.0,Evidence shoulder will cup base.
2023-02-27,10:09:23,Credit Card,Health,Gym,Expense,220.16,Money adult for yard as mother director.
2023-08-31,02:27:20,Cash,Food,Groceries,Expense,179.71,Machine network value require pick just officer.
2023-01-09,17:21:24,Cash,Food,Groceries,Expense,1635.03,Southern name nature order story argue page important.
2024-06-10,08:47:32,Credit Card,Income,Freelance,Income,1888.79,Agency above radio debate situation.
2023-10-06,13:42:08,Cash,Income,Freelance,Income,813.14,Black them imagine religious course would seek.
2022-11-26,21:08:27,Credit Card,Food,Groceries,Expense,1393.64,Despite we push protect huge wall house.
2023-05-02,09:06:07,Credit Card,Shopping,Electronics,Expense,178.34,Art director herself true common.
2024-02-23,09:43:01,Credit Card,Food,Coffee,Expense,1763.69,Article husband including down head class strong.
2023-09-02,02:50:23,Credit Card,Income,Salary,Income,532.79,Simply to miss light after table condition.
2023-06-13,11:57:39,Online Payment,Transport,Taxi,Expense,1159.01,Car fear measure south clearly country support.
2022-09-02,22:53:44,Cash,Food,Coffee,Expense,1366.99,Off tough difference impact management practice.
2023-08-22,00:54:14,Cash,Utilities,Internet,Expense,1523.08,Result interesting second here.
2022-10-26,01:02:26,Online Payment,Transport,Bus,Expense,1939.32,Town end realize fire.
2024-03-27,05:05:51,Debit Card,Transport,Taxi,Expense,706.81,Mean approach example short available.
2023-10-15,01:11:53,Online Payment,Food,Coffee,Expense,572.04,Attack money natural spend pass smile boy ask.
2023-05-26,06:42:32,Debit Card,Transport,Bus,Expense,1223.48,Oil official station those fish reflect price make.
2023-03-01,22:45:51,Cash,Transport,Taxi,Expense,1242.94,Republican we that about executive computer fear.
2022-12-25,06:53:50,Online Payment,Shopping,Home Goods,Expense,667.19,Year third policy doctor.
2024-05-16,13:37:38,Debit Card,Transport,Gas,Expense,1564.65,Time member color southern.
2022-11-29,06:11:33,Online Payment,Health,Doctor,Expense,868.11,Still professional key TV sort cultural at.
2022-10-21,05:29:38,Debit Card,Health,Doctor,Expense,1564.64,Sit interesting television money student near then understand.
2023-05-13,21:27:17,Debit Card,Health,Gym,Expense,1179.35,Nearly help them response seat.
2024-04-16,06:24:17,Debit Card,Food,Restaurant,Expense,1986.82,Attack from attention including everybody human final.
2023-08-10,19:44:15,Debit Card,Food,Restaurant,Expense,344.01,Study miss minute live student plan among relate.
2022-12-18,14:46:53,Online Payment,Transport,Train,Expense,1239.89,Successful upon TV police officer security reason every.
2023-03-16,09:26:08,Online Payment,Health,Gym,Expense,20.58,Computer garden free back.
2023-11-26,02:33:04,Cash,Entertainment,Subscription,Expense,1473.29,Resource good interview guy as number.
2023-04-07,22:57:17,Online Payment,Transport,Bus,Expense,311.56,Garden leave world science reflect second performance study.
2022-10-19,22:46:09,Credit Card,Food,Groceries,Expense,353.64,Her newspaper teacher section present when institution.
2022-07-27,01:42:35,Debit Card,Entertainment,Movie,Expense,1144.9,Challenge family ten fire book camera.
2023-10-08,22:55:47,Credit Card,Income,Investment,Income,4220.07,Physical safe put.
2024-01-31,04:41:24,Credit Card,Health,Doctor,Expense,988.38,Street low black side air position.
2023-06-01,17:49:03,Credit Card,Shopping,Home Goods,Expense,1746.23,Discussion determine reflect onto prepare those admit how.
2023-02-21,03:52:03,Debit Card,Utilities,Water,Expense,1610.76,If guess owner on buy skin.
2024-07-04,11:55:53,Online Payment,Shopping,Electronics,Expense,1002.25,Four free behind condition themselves couple.
2023-06-21,03:11:30,Credit Card,Health,Pharmacy,Expense,1381.5,About perhaps green score.
2024-02-03,13:46:34,Credit Card,Shopping,Clothes,Expense,868.83,Claim Mr force past occur.
2023-03-19,11:07:30,Debit Card,Transport,Bus,Expense,1330.68,Team worry big.
2023-05-27,23:39:58,Debit Card,Income,Salary,Income,4440.94,Officer everybody off special drop even.
2023-12-08,13:56:12,Debit Card,Utilities,Electricity,Expense,165.19,Ability picture manager product shake agree about.
2022-11-22,09:53:05,Cash,Transport,Taxi,Expense,1218.34,Leave speak behind student civil near.
2024-06-03,20:30:45,Cash,Health,Gym,Expense,81.16,Control suffer letter at term spend agree.
2023-05-03,02:31:16,Credit Card,Utilities,Water,Expense,273.92,Watch sign than on.
2022-09-11,14:54:09,Cash,Shopping,Electronics,Expense,14.38,Check professional church nothing by it garden.
2023-04-23,16:08:49,Online Payment,Food,Restaurant,Expense,1035.38,Pass bill cover thank concern action individual.
2022-10-22,03:06:01,Debit Card,Health,Pharmacy,Expense,1217.83,Administration unit recent rise use body media discover.
2023-01-17,22:38:34,Online Payment,Food,Groceries,Expense,1085.56,Boy such bar.
2022-08-08,18:57:04,Debit Card,Entertainment,Movie,Expense,637.75,Force course box campaign difference system rate myself.
2022-09-25,03:08:17,Cash,Utilities,Electricity,Expense,1398.77,Usually rate foreign long.
2023-08-07,06:45:25,Credit Card,Shopping,Home Goods,Expense,1526.27,Political girl thought analysis commercial everything what.
2024-05-19,06:02:09,Cash,Shopping,Clothes,Expense,169.57,Environment including position fish admit.
2023-12-01,00:29:33,Cash,Food,Restaurant,Expense,1725.45,Up charge else that suffer.
